"Timestamp"	"Коротко про те, ким ви працюєте:"	"category"	"probability"	"speciality_auto_detected"	"Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?"	"Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?"	"Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?"	"В цілому, я довіряю новинам:"	"Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:"	"Як багато Ваших знайомих вакциновано?"	"Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?"	"Як епідемія вплинула на ваших знайомих?"	"Ви готові придбати або вже придбали підроблений сертифікат COVID-19:"	"Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:"	"Ви вакциновані:"	"Незалежно від позиції по вакцинації, ви відстоюєте її:"	"Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:"	"У чому, на вашу думку, основна причина відмови людей від вакцинації?"	"Ваш вік"
"12/20/2021 15:33:14"	"Навчаюсь"	"11-10"			"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Важко відповісти"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"думають що це малодосліджено"	"16-25"
"12/20/2021 15:35:27"	"Домохазяйка"	"10-10"	0.909090909090909	"домогосподарка"	"Так, вважаю"	"Скоріше так"	"Скоріше ні"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Ні"	"Ні"	"Високий рiвень тривожностi, а також низький рывень проiнформованостi середине лiкарiв. Менi було вiдмлвлено у вакцинуваннi в центрi вакцинацii тому що я вагiтна,Крым того выдчувалося осудження перед медичного персоналу а це вже выдбиваэ бажання стояти вагiтною в чергах ще раз, щоб таки отримати ту другу дозу.
"	"25-35"
"12/20/2021 15:35:42"	"Бухгалтером"	"3-3"	0.9	"бухгалтер"	"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Так"	"Ні"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недоверие и ложная информация в интернете"	"25-35"
"12/20/2021 15:37:37"	"Державний службовець (зараз декретна відпустка)"	"5-4"	0.833333333333333	"держслужбовець(2)"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Страх невідомості, стадний принцип"	"25-35"
"12/20/2021 15:38:40"	"Врач-интерн"	"3-2"	1	"лікар-інтерн"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Непонимание даже примитивных вещей о человеческом организме и здоровье "	"16-25"
"12/20/2021 15:38:51"	"Фріланс "	"3-10"	0.875	"фрілансер"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Страх"	"25-35"
"12/20/2021 15:41:35"	"QA"	"2-1"	1	"qa"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Так"	"Позитивно"	"Так"	"Так"	"Ні"	"Низкий рівень освіти"	"35-45"
"12/20/2021 15:43:18"	"Оператор"				"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"Необізнаність"	"16-25"
"12/20/2021 15:44:47"	"IT"	"2-1"	1	"it"	"Так, вважаю"	"Скоріше так"	"Скоріше ні"	"Ні"	"Ні"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Низький рівень освіти"	"16-25"
"12/20/2021 15:47:50"	"ЧП"	"1-7"	1	"пп"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Ні"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Тупість та страх "	"25-35"
"12/20/2021 15:47:55"	"Розробник програмного забезпечення"	"2-1"			"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Важко відповісти"	"Всі або майже всі"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"російська пропаганда"	"25-35"
"12/20/2021 15:48:23"	"Студент-медик"	"11-2"			"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Ментальність, через яку нічому безплатному не довіряють"	"16-25"
"12/20/2021 15:48:42"	"Підприємець"	"1-7"	1	"підприємець"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Ні"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Тупорилі"	"25-35"
"12/20/2021 15:48:54"	"Freelance"	"3-10"			"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"low IQ"	"35-45"
"12/20/2021 15:48:58"	"Лікар-інтерн"	"3-2"	1	"лікар-інтерн"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Так"	"Важко відповісти"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недовіра населення до політичних сил, зневіра в МОЗ, зомбування через ЗМІ/інтернет, медична неграмотність людей."	"16-25"
"12/20/2021 15:49:00"	"Розробник ПЗ"	"2-1"			"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Так"	"Ні"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Так"	"Високий рівень недовіри людей до всього, включно з вакцинацією."	"16-25"
"12/20/2021 15:49:02"	"Контролер якості"				"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Так"	"Ні"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Відсутність раціонального мислення і розвинена антивакцинаторська пропаганда"	"25-35"
"12/20/2021 15:49:02"	"Блогер"	"5-8"			"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недовіра до влади, нестача базових знань про медицину і власну фізіологію"	"16-25"
